sourceLanguage 	 targetLanguage 	 sourceText 	 targetText 	 conversationId 	 direction 	 tone 	 customerId
en 	 nl 	 May I know if this is your PRS-ORG email address:EMAIL? 	 Mag ik weten of dit je PRS-ORG-e-mailadres is: EMAIL? 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ja dit is mijn email adress 	 yes, this is my email address 	 619f4a96add415c7b30a2d09 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks. 	 Bedankt. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Order is still  under process due to pending payment. 	 De bestelling is nog steeds in behandeling vanwege een lopende betaling. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Log into account on URL and log in. 	 Meld je aan bij je account op URL en log in. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Once you're logged in, hover over your PRS-ORG ID in the bottom corner of the screen, then click PRS-ORG Account and Billing to get to your settings. 	 Nadat je bent ingelogd, plaats de muisaanwijzer op je PRS-ORG-ID in de benedenhoek van het scherm en klik op PRS-ORG-account en facturering om naar je instellingen te gaan. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You will find your order history there. 	 Je vindt daar je bestelgeschiedenis. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 weet u dan ongeveer wanneer ik het kan spelen? 	 do you know approximately when I can play it? 	 619f4a96add415c7b30a2d09 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 want ik heb nog geen bevestiging van mijn betaling. 	 because I have not yet received confirmation of my payment. 	 619f4a96add415c7b30a2d09 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 This may take a while for the order to be processed. 	 Het kan even duren voordat de bestelling is verwerkt. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Generally it works instantly. 	 Over het algemeen werkt het onmiddellijk. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 In some cases, this may take upto 72 hours. 	 In sommige gevallen kan dit tot 72 uur duren. 	 619f4a96add415c7b30a2d09 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 en mijn bevestiging? 	 and my confirmation? 	 619f4a96add415c7b30a2d09 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 oke dan heb ik geduld 	 ok, then I'll be patient 	 619f4a96add415c7b30a2d09 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 mijn voornaam is NAME-M 	 my first name is NAME-M 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello NAME-M. 	 Hallo NAME-M. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Nice to meet you. 	 Aangenaam kennis te maken. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you are doing well. 	 Ik hoop dat het goed met je gaat. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I help you today? 	 Hoe kan ik je vandaag helpen? 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 uhm ik heb vanmorgen een gesprek gehad met uw collega over dat ik me PRS-ORG punten niet had ontvangen. 	 uhm, I had a conversation with your colleague this morning about not receiving my PRS-ORG points. 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 en daaruit bleek dat ik voor PRS-ORG perongeluk had gekocht. 	 and it showed that I had bought points for PRS-ORG by mistake. 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 en uw collega zei dat ik wanneer ik thuis kwam PRS-ORG moest opstarten zodat jullie het konden over zetten naar PRS-ORG. 	 and your colleague said that when I got home I should start PRS-ORG, so you could transfer them to PRS-ORG. 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 en dat ik dan opnieuw in contact moest komen 	 and that I then had to get in contact again 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Okay! 	 Oké! 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 As I understand, you accidentally bought PRS-ORG points for PRS-ORG and now you want to transfer it to your PRS-ORG account. 	 Zoals ik begrijp, heb je per ongeluk PRS-ORG-punten voor PRS-ORG gekocht en nu wil je deze overzetten naar je PRS-ORG-account. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Right? 	 Klopt dat? 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ja, dat klopte maar wat blijkt is dat ik nu net PRS-ORG heb opgestart en nu ik PRS-ORG opstart kreeg ik een melding dat ik het kon overzetten. 	 yes, that was the case, but what turns out is that now I just started PRS-ORG, and now when I start PRS-ORG, I got a message that I could transfer them. 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 dus het probleem is eigenlijk al opgelost 	 so the problem is actually already solved 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for sharing your concern with me. 	 Bedankt voor het delen van je zorg met mij. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Don't worry I will try my best to help you out. 	 Maak je geen zorgen, ik zal mijn best doen om je te helpen. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 May I know the register email address of your PRS-ORG account in order to check the information for you? 	 Mag ik het geregistreerde e-mailadres van je PRS-ORG-account weten om de informatie voor je te controleren? 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 het probleem is al opgelost. 	 the problem has already been solved. 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 sorry voor het ongemak 	 sorry for the inconvenience 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 No worries NAME-M! 	 Geen zorgen NAME-M! 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 This is my job to help our valuable player like you, NAME-M. 	 Het is mijn taak om onze waardevolle speler zoals jij NAME-M te helpen. 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Is there anything else I may help you with today? 	 Kan ik nog iets anders voor je doen? 	 633ac7d90e7572f7e36d9100 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 nee voor de rest is alles goed 	 no, everything else is fine 	 633ac7d90e7572f7e36d9100 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-N. 	 My name is NAME-N. 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Mijn naam is NAME-F 	 My name is NAME-F 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik had ff een paar vraagjes 	 I have some questions 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Nice to meet you NAME-F, I hope you're well. 	 Leuk je te ontmoeten NAME-F, ik hoop dat het goed met je gaat. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Having gone through your case details, I gathered that you've contacted us to dispute your ban/suspension. 	 Na het doornemen van je zaakgegevens, zie ik dat je contact met ons hebt opgenomen om je ban/schorsing te betwisten. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Am I right? 	 Klopt dat? 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please feel free to ask your questions. 	 Aarzel niet om je vragen te stellen. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja dat klopt en t gaat niet heel goed met me 	 Yes, that's right, and I'm not doing very well 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will surely help you with your banned game/account/feature. 	 Ik zal je zeker helpen met je verbannen spel/account/functie. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks. 	 Bedankt. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 May I know what is the email address of your PRS-ORG/PRS-ORG account please? 	 Mag ik weten wat het e-mailadres van je PRS-ORG/PRS-ORG-account is, alsjeblieft? 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Nou ik was dus gebaned van de transfer markt terwijl ik niks heb gedaan nou ik had die dag ervoor een hele goeie speler gepackt dus ik denk lekker PRS-ORG spelen maar toen was k ineens onterecht Gebaned van de fut transfer markt dus ik maak een nieuw acc aan woord ik ineens gebaned voor heel me dan ps4 	 Well, I was banned from the transfer market while I didn't do anything. Well, I had packed a very good player the day before, so I thought let's play some PRS-ORG, but then I was suddenly unjustly banned from the fut transfer market, so I created a new acc, but then I was suddenly banned from PS4 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wilt u de e mail van me PRS-ORG account 	 Do you want the email from my PRS-ORG account 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Me Emajl is :EMAIL 	 My Email is: EMAIL 	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks. 	 Bedankt. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I have sent a 6 digit verification code on your email, please share that code with me. 	 Ik heb een verificatiecode van 6 cijfers naar je e-mail gestuurd, gelieve mij deze code te geven. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik kan nu helemaal Geen fut meer in 	 I can no longer access fut at all  	 6215ecb0a1916100827f805f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 We hope everyone abide by the rules and guidelines. 	 We hopen dat iedereen zich houdt aan de regels en richtlijnen. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 To help you with this today, I will refer your case to our dedicated team for review. 	 Om je hier vandaag mee te helpen, zal ik je zaak ter beoordeling voorleggen aan ons betrokken team. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Once team has reviewed this case, you will be contacted on your registered email. 	 Zodra het team deze zaak heeft beoordeeld, wordt er contact met je opgenomen op je geregistreerde e-mail. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please check your email and share the verification code with me. 	 Gelieve je e-mail te controleren en de verificatiecode met mij te delen. 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Are we still connected? 	 Zijn we nog steeds verbonden? 	 6215ecb0a1916100827f805f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hallo NAME-M, ik ben NAME-M. 	 Hello NAME-M, I'm NAME-M. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello ! 	 Hallo! 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Nice to meet you. 	 Aangenaam kennis te maken. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you doing fine. 	 Ik hoop dat het goed met je gaat. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I help you today? 	 Hoe kan ik je vandaag helpen? 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb een PS4 maar wil in de ps app de Ultimate Edition bestellen van ALPHANUMERICID. 	 I have a PS4 but want to order in the PS app the Ultimate Edition of ALPHANUMERICID. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Maar is die ook geschikt voor de PS4 of alleen voor de ps5? 	 But is this also suitable for the PS4 or only for the PS5? 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Het is voor mij niet helemaal duidelijk. 	 It's not quite clear to me. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Want op de ene pagina staat alleen voor ps5 en op de volgende staat voor PS4 en PS5. 	 Because on one page it says only for PS5 and on the next page, it says for PS4 and PS5. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Oh ok! 	 Oh, ok! 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Not to worry, I get your concern here is regarding buying PRS-ORG and asking for suitability of devices. 	 Geen zorgen, ik begrijp dat jouw vraag gaat over het kopen van PRS-ORG en de geschiktheid van apparaten. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me clarify your concern here that the version you buy it for will be compatible with that one, no worries. 	 Laat me deze kwestie hier verduidelijken dat de versie waarvoor je het koopt compatibel zal zijn, geen zorgen. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 If you buy the Ultimate version of teh game that works for both PRS-ORG and PS4. 	 Als je de Ultimate-versie van TEH-game koopt, dan werkt deze voor zowel PRS-ORG als PS4. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is NAME-N-game? 	 What is NAME-N game? 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 What game? 	 Welk spel? 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Jij zei: TEH-game koopt die werkt voor zowel PRS-ORG als PS4. 	 You said: buy TEH game that works for both PRS-ORG and PS4. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 En mijn vraag is. 	 And my question is. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is een TEH-game? 	 What is a TEH game? 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Oh I mean "the game" PRS-ORG that you are concerned about. 	 Oh, ik bedoel "het spel" PRS-ORG waarover je het hebt. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ahhh oke. 	 Ahhh, okay. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Duidelijk allemaal nu. 	 All clear now. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dan ga ik hem bestellen. 	 Then I'm going to order it. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Fijne avond. 	 Have a nice evening. 	 6303a893d84ca67276c39155 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hey thanks to you for taking some time and making a contact. 	 Hallo, bedankt dat je de tijd hebt genomen om contact op te nemen. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Have a nice time ahead, it was nice talking to you. 	 Ik wens je een fijne tijd, het was leuk om met je te praten. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Good luck with everything ahead and spread a smile. 	 Veel succes met je plannen en blijf lachen. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Take care. 	 Pas goed op jezelf. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Smile. 	 Glimlach. 	 6303a893d84ca67276c39155 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hoi, ik heb interesse in het spel PRS-ORG maar deze is niet meer te koop bij PRS-ORG 	 Hi, I am interested in the game PRS-ORG, but it is no longer for sale at PRS-ORG 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Is het wel mogelijk om het spel nog met een PC PRS-ORG PRS-ORG DCKey Code te activeren? 	 Is it possible to still activate the game with a PC PRS-ORG PRS-ORG DCKey Code? 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello. 	 Hallo. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I understand the desire to play older titles. 	 Ik begrijp de wens om oudere titels te spelen. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You may be able to find it used on console or a hard copy somewhere. 	 Je kunt het mogelijk ergens vinden op de console of als een harde kopie. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I hope  you're able to find it. 	 Ik hoop dat je het kunt vinden. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Do you have any other questions for me while we're here though? 	 Heb je echter nog andere vragen voor mij terwijl we hier zijn? 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Via de site: URL 	 Through the site: URL 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik begrijp niet wat je bedoelt 	 I don't understand what you mean 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat bedoel je hiermee? 	 What do you mean by this? 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I don't have any way to sell the game to you. 	 Ik heb geen manier om het spel aan je te verkopen. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You will have to purchase it somewhere it is available. 	 Je zult het moeten kopen ergens waar het beschikbaar is. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 En zou de PRS-ORG code wel ingewisseld kunnen worden? 	 And would the PRS-ORG code be redeemable? 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 *geactiveerd 	 *activated 	 626960bf4ba893cfb348d856 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I would have no way to confirm without having the code to search in our system. 	 Zonder de code om in ons systeem te zoeken, heb ik geen mogelijkheid om dit te bevestigen. 	 626960bf4ba893cfb348d856 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 630f6e20f75fc846af03620d 	 customer 	 informal 	 0015800001EMz0vAAD
